,X,Experimental,Median,Lower Quantile (2.5%),Upper Quantile (97.5%)
0,10.0,0.0,0.0,0.0,0.0
1,30.0,0.0,0.0,0.0,0.0
2,50.0,0.0,0.0,0.0,0.0
3,70.0,0.0,0.0,0.0,0.0
4,90.0,0.0,0.0,0.0,0.0
5,110.0,0.0,0.0,0.0,0.0
6,130.0,0.0,0.0,0.0,0.0
7,150.0,0.0,0.0,0.0,0.0
8,170.0,0.0,0.0,0.0,0.0
9,190.0,0.0,0.0,0.0,0.0
10,210.0,0.0,0.0,0.0,0.0
11,230.0,0.07936507936507936,0.0,0.0,0.0
12,250.0,0.1111111111111111,0.0707070707070707,0.030119349578766195,0.12057043286867206
13,270.0,0.09523809523809523,0.0660377358490566,0.02727272727272727,0.11347920696324953
14,290.0,0.015873015873015872,0.05982905982905983,0.024996118012422363,0.10527133050016348
15,310.0,0.07936507936507936,0.056338028169014086,0.022218137254901963,0.1
16,330.0,0.09523809523809523,0.05161290322580645,0.01886497641509434,0.0965715593530669
17,350.0,0.0,0.04838709677419355,0.016481264637002342,0.09143293347873502
18,370.0,0.015873015873015872,0.04438970990695129,0.013603143960286819,0.08527628702047309
19,390.0,0.09523809523809523,0.041666666666666664,0.012422360248447204,0.08064766579843718
20,410.0,0.031746031746031744,0.038461538461538464,0.009704114655570967,0.07692307692307693
21,430.0,0.047619047619047616,0.03571428571428571,0.008472795898020226,0.072
22,450.0,0.047619047619047616,0.032520325203252036,0.007194244604316547,0.06818534726143421
23,470.0,0.047619047619047616,0.03067484662576687,0.006894205958245368,0.06299212598425197
24,490.0,0.031746031746031744,0.02857142857142857,0.006096637102734664,0.0618596659474147
25,510.0,0.015873015873015872,0.025806451612903226,0.0053191489361702135,0.05732614597473114
26,530.0,0.0,0.024019230769230772,0.0,0.05512904636920389
27,550.0,0.047619047619047616,0.022222222222222223,0.0,0.05357142857142857
28,570.0,0.0,0.020833333333333332,0.0,0.04878048780487805
29,590.0,0.015873015873015872,0.01948051948051948,0.0,0.046668224299065426
30,610.0,0.015873015873015872,0.01758250251178607,0.0,0.04396211523283349
31,630.0,0.015873015873015872,0.01652892561983471,0.0,0.04167290419161678
32,650.0,0.015873015873015872,0.015503875968992248,0.0,0.04109942098573649
33,670.0,0.0,0.014527930209652457,0.0,0.03821656050955414
34,690.0,0.015873015873015872,0.013245033112582781,0.0,0.03571428571428571
35,710.0,0.015873015873015872,0.012269938650306749,0.0,0.03598103335513411
36,730.0,0.0,0.010869565217391304,0.0,0.034726259689922497
37,750.0,0.015873015873015872,0.01,0.0,0.03225806451612903
38,770.0,0.015873015873015872,0.008771929824561403,0.0,0.029850746268656716
39,790.0,0.0,0.008264462809917356,0.0,0.029416115558649508
40,810.0,0.015873015873015872,0.007633587786259542,0.0,0.02778263403263405
41,830.0,0.0,0.007352941176470588,0.0,0.02702702702702703
42,850.0,0.0,0.007142857142857143,0.0,0.0261814549462662
43,870.0,0.0,0.006666666666666667,0.0,0.024541134466458822
44,890.0,0.0,0.006369426751592357,0.0,0.023955703051727884
45,910.0,0.0,0.006006060168818989,0.0,0.022392267983391327
46,930.0,0.0,0.0058823529411764705,0.0,0.020833333333333332
47,950.0,0.0,0.0056179775280898875,0.0,0.02142857142857143
48,970.0,0.0,0.0048543689320388345,0.0,0.02020372645372646
49,990.0,0.0,0.0,0.0,0.019233870967741946
50,1010.0,0.0,0.0,0.0,0.017859816082121477
51,1030.0,0.0,0.0,0.0,0.018018018018018018
52,1050.0,0.0,0.0,0.0,0.017046668609168612
53,1070.0,0.0,0.0,0.0,0.015873015873015872
54,1090.0,0.0,0.0,0.0,0.015748031496062992
55,1110.0,0.0,0.0,0.0,0.01492817865559422
56,1130.0,0.0,0.0,0.0,0.014708605664488027
57,1150.0,0.0,0.0,0.0,0.014424818840579718
58,1170.0,0.0,0.0,0.0,0.013157894736842105
59,1190.0,0.0,0.0,0.0,0.01282051282051282
60,1210.0,0.0,0.0,0.0,0.011977851525863942
61,1230.0,0.0,0.0,0.0,0.012345679012345678
62,1250.0,0.0,0.0,0.0,0.012269938650306749
63,1270.0,0.0,0.0,0.0,0.01143021346469623
64,1290.0,0.0,0.0,0.0,0.010869565217391304
65,1310.0,0.0,0.0,0.0,0.009853436082524513
66,1330.0,0.0,0.0,0.0,0.010101010101010102
67,1350.0,0.0,0.0,0.0,0.008928571428571428
68,1370.0,0.0,0.0,0.0,0.008771929824561403
69,1390.0,0.0,0.0,0.0,0.00847457627118644
70,1410.0,0.0,0.0,0.0,0.008695652173913044
71,1430.0,0.0,0.0,0.0,0.008476387078082001
72,1450.0,0.0,0.0,0.0,0.008548850574712651
73,1470.0,0.0,0.0,0.0,0.008066155258326782
74,1490.0,0.0,0.0,0.0,0.008066155258326782
