,X,Experimental,Median,Lower Quantile (2.5%),Upper Quantile (97.5%)
0,10.0,0.0,0.07975687989689535,0.02906534478290448,0.1268783592780623
1,30.0,0.05358948432760364,0.08605005887176888,0.05487861898611964,0.11707145925113753
2,50.0,0.05156723963599596,0.0858743476537806,0.06416278257363231,0.10337349843905286
3,70.0,0.03842264914054601,0.08108384119413531,0.06576053288779479,0.09455001535139597
4,90.0,0.03741152679474216,0.07469792446766987,0.06340644303385937,0.0872230248912088
5,110.0,0.04954499494438827,0.06800315226450523,0.058325092469135115,0.0805906667737908
6,130.0,0.05055611729019211,0.06124152365851926,0.052080697536791176,0.07350884699297643
7,150.0,0.033367037411526794,0.05480529044755261,0.0456284957653432,0.06617073792374187
8,170.0,0.03741152679474216,0.04888102116397152,0.03984739548935497,0.059771904569467654
9,190.0,0.03538928210313448,0.043316227992530446,0.03472607638233367,0.053473920756948554
10,210.0,0.032355915065722954,0.038369302066268526,0.03017971286451668,0.0484653626601531
11,230.0,0.033367037411526794,0.03368346511940774,0.02600143377463684,0.042820279336282165
12,250.0,0.03741152679474216,0.02958582704323726,0.022624023367926096,0.03801738345323206
13,270.0,0.01820020222446916,0.026218269235061174,0.019388028371607666,0.034374470400076296
14,290.0,0.019211324570273004,0.022998178979988043,0.016807967576358787,0.03038525320729237
15,310.0,0.015166835187057633,0.020079940903983427,0.014383928031804162,0.027261310188438474
16,330.0,0.01820020222446916,0.017658291566605793,0.012240308491707678,0.024234371836428778
17,350.0,0.032355915065722954,0.015342625380111047,0.010508014245014735,0.02187459083448167
18,370.0,0.024266936299292215,0.013363034708210556,0.008966757952081307,0.01924416542438416
19,390.0,0.011122345803842264,0.011748249982049127,0.0075471515567498105,0.017325723622211624
20,410.0,0.020222446916076844,0.01029795294789392,0.006506453669030356,0.015484823141308043
21,430.0,0.024266936299292215,0.0089473562776273,0.0054634149499608806,0.013828880358144603
22,450.0,0.017189079878665317,0.007874771992340757,0.004657170521241559,0.012319413511022866
23,470.0,0.01314459049544995,0.006856028997866297,0.003837676727547293,0.011023469011008409
24,490.0,0.012133468149646108,0.005986937787765663,0.0032853417206038923,0.010051872811762945
25,510.0,0.012133468149646108,0.005273376459709116,0.00267419826870581,0.008851528202156787
26,530.0,0.020222446916076844,0.004540295119182747,0.002254232365819381,0.00798013144992997
