,X,Experimental,Median,Lower Quantile (2.5%),Upper Quantile (97.5%)
53,1070.0,0.000975609756097561,0.0034586048268166352,0.0010386675471421233,0.006773949090041281
54,1090.0,0.001951219512195122,0.0032555615843733042,0.0009915348252723139,0.006413441113615982
55,1110.0,0.001951219512195122,0.0030336738099678994,0.0005874668025584093,0.005995884435144508
56,1130.0,0.000975609756097561,0.002800794511763239,0.0005579506006853656,0.00572148136458087
57,1150.0,0.0,0.0026172302226443785,0.0005117511136308839,0.005405738250565838
58,1170.0,0.003902439024390244,0.0023826544121287045,0.0004947862170529598,0.0050599383791638634
59,1190.0,0.000975609756097561,0.0022598871210641703,0.00048589096690870154,0.004883448455464629
60,1210.0,0.003902439024390244,0.0020833333333333333,0.0004444050782403307,0.00465713932858959
61,1230.0,0.0,0.001899335232668566,0.0,0.0042883207931527344
62,1250.0,0.0,0.0017595313970576094,0.0,0.004172296522485569
63,1270.0,0.000975609756097561,0.0016355458938145735,0.0,0.00399018550426775
64,1290.0,0.0,0.001487357461576599,0.0,0.0037436095615155838
65,1310.0,0.0,0.0014258555133079848,0.0,0.003564416421412049
66,1330.0,0.0,0.001327141636532081,0.0,0.003320466550347762
67,1350.0,0.001951219512195122,0.001150527367328641,0.0,0.0033137729369842003
68,1370.0,0.001951219512195122,0.0010643962567693111,0.0,0.0030863634858401667
69,1390.0,0.0,0.0010040163172812529,0.0,0.0029155227961112184
70,1410.0,0.0,0.000968054211035818,0.0,0.0027874764965657756
71,1430.0,0.000975609756097561,0.0009111617312072893,0.0,0.0026069842661388468
72,1450.0,0.0,0.0008879027244915697,0.0,0.0026286884597901063
73,1470.0,0.000975609756097561,0.000763213821902795,0.0,0.0024342943448956112
74,1490.0,0.0,0.0007729468887655493,0.0,0.0024630541871921183
