,X,Experimental,Median,Lower Quantile (2.5%),Upper Quantile (97.5%)
0,10.0,0.0,0.0,0.0,0.0
1,30.0,0.0,0.0,0.0,0.0
2,50.0,0.0,0.0,0.0,0.0
3,70.0,0.0,0.0,0.0,0.0
4,90.0,0.0,0.0,0.0,0.0
5,110.0,0.0,0.0,0.0,0.0
6,130.0,0.0,0.0,0.0,0.0
7,150.0,0.0,0.0,0.0,0.0
8,170.0,0.0,0.0,0.0,0.0
9,190.0,0.002926829268292683,0.0,0.0,0.0
10,210.0,0.012682926829268294,0.0,0.0,0.0
11,230.0,0.08195121951219513,0.0,0.0,0.0
12,250.0,0.07902439024390244,0.07091476888124675,0.056821192583878286,0.08816574779032117
13,270.0,0.0575609756097561,0.06619962539799693,0.05268367224459462,0.08136960483094767
14,290.0,0.05658536585365854,0.06146506891096889,0.04936012456085704,0.07515746421033574
15,310.0,0.05853658536585366,0.057130282439281393,0.045886350793223375,0.06997568408254781
16,330.0,0.06146341463414634,0.05305696790099168,0.04236845480125831,0.06463733277591974
17,350.0,0.033170731707317075,0.04936495856237427,0.03906546993264766,0.0601287566500347
18,370.0,0.06536585365853659,0.045976968317459274,0.036704543753835105,0.056107489144386936
19,390.0,0.050731707317073174,0.042583396211206964,0.03397972425536589,0.05265988517705082
20,410.0,0.03414634146341464,0.039495983443388206,0.03124963578088578,0.048947497607096505
21,430.0,0.027317073170731707,0.03683942464788423,0.02914886023393193,0.045108650484733656
22,450.0,0.03414634146341464,0.03409612888998299,0.026789411495609653,0.04253454273946077
23,470.0,0.04097560975609756,0.031751394251394255,0.02444136023012514,0.04001971171693441
24,490.0,0.026341463414634145,0.02946132005094356,0.02248274771987409,0.036791119692865644
25,510.0,0.027317073170731707,0.02723996189715803,0.02076261825739604,0.03431662028863363
26,530.0,0.023414634146341463,0.02530337694932762,0.018635957200273383,0.03245757705721938
27,550.0,0.02048780487804878,0.02357316851194212,0.017196738908276887,0.030365652466925797
28,570.0,0.015609756097560976,0.021899442434353107,0.015721137310352733,0.02879866568784136
29,590.0,0.018536585365853658,0.020272940036899945,0.014225955261483594,0.026971379293106036
30,610.0,0.012682926829268294,0.01894850824950845,0.013206626783248965,0.025316849951638
31,630.0,0.013658536585365854,0.017583628692627355,0.011810771120259533,0.02383167075898582
32,650.0,0.00975609756097561,0.01641559857200167,0.011012742059113383,0.022438710780821606
33,670.0,0.00975609756097561,0.015278631019654003,0.010051900192701194,0.020813202015196566
34,690.0,0.00975609756097561,0.014110634791899997,0.008984448815029033,0.019572599809259857
35,710.0,0.005853658536585366,0.013245033112582781,0.008138903960933261,0.018828113375985722
36,730.0,0.00975609756097561,0.012078944545933381,0.007442598778249225,0.01733150194566389
37,750.0,0.006829268292682927,0.011284914934355784,0.006748777614919347,0.016645504187300653
38,770.0,0.002926829268292683,0.010495467914897513,0.006073954598074372,0.015572945363314725
39,790.0,0.00878048780487805,0.009831460674157303,0.005457653979655995,0.01453909936890515
40,810.0,0.004878048780487805,0.009013653035226223,0.00508417380030886,0.013810462056038674
41,830.0,0.004878048780487805,0.008522727272727272,0.004558210087220326,0.01300468818485397
42,850.0,0.006829268292682927,0.007912522689970761,0.004011289201576259,0.012473190514519226
43,870.0,0.002926829268292683,0.007224687867236946,0.003719225589955816,0.011650805451072296
44,890.0,0.00878048780487805,0.0067281566534643025,0.0031742805523293327,0.010934452722561447
45,910.0,0.004878048780487805,0.006189844638120501,0.00282147194335445,0.01050437733621877
46,930.0,0.007804878048780488,0.005840071877807727,0.0026979289471429,0.009744299674267105
47,950.0,0.002926829268292683,0.005469915464942815,0.0022896393817973667,0.009359658316738288
48,970.0,0.002926829268292683,0.00509085225523798,0.0020016043849211676,0.008735440931780365
49,990.0,0.006829268292682927,0.004726394338453718,0.0017449985902982202,0.00834045761562571
50,1010.0,0.001951219512195122,0.004357825992920708,0.001572101723578515,0.00786961423575293
51,1030.0,0.002926829268292683,0.0040895149908621205,0.0014560474909346124,0.007549349623328786
52,1050.0,0.001951219512195122,0.003763440860215054,0.0011640936212871337,0.007249742330612931
