,k1,k2,k4,k6,k7,k8,f1,Chain
0,1.928456928788823,11.430404432816484,2.1978162283347364,1.6661843556243918,8.378612273339883,0.2797457798570796,0.5661036684755869,1.0
1,1.928456928788823,11.430404432816484,2.1978162283347364,1.6661843556243918,8.378612273339883,0.2797457798570796,0.5661036684755869,1.0
2,2.8484121806296234,11.318662366845,2.088839427980129,1.7719415811296013,8.87284278958145,0.27810476501568604,0.5921883976514849,1.0
3,2.8484121806296234,11.318662366845,2.088839427980129,1.7719415811296013,8.87284278958145,0.27810476501568604,0.5921883976514849,1.0
4,2.8484121806296234,11.318662366845,2.088839427980129,1.7719415811296013,8.87284278958145,0.27810476501568604,0.5921883976514849,1.0
5,2.8484121806296234,11.318662366845,2.088839427980129,1.7719415811296013,8.87284278958145,0.27810476501568604,0.5921883976514849,1.0
6,2.8484121806296234,11.318662366845,2.088839427980129,1.7719415811296013,8.87284278958145,0.27810476501568604,0.5921883976514849,1.0
7,2.8484121806296234,11.318662366845,2.088839427980129,1.7719415811296013,8.87284278958145,0.27810476501568604,0.5921883976514849,1.0
8,2.8484121806296234,11.318662366845,2.088839427980129,1.7719415811296013,8.87284278958145,0.27810476501568604,0.5921883976514849,1.0
9,2.8484121806296234,11.318662366845,2.088839427980129,1.7719415811296013,8.87284278958145,0.27810476501568604,0.5921883976514849,1.0
10,2.8484121806296234,11.318662366845,2.088839427980129,1.7719415811296013,8.87284278958145,0.27810476501568604,0.5921883976514849,1.0
11,2.8484121806296234,11.318662366845,2.088839427980129,1.7719415811296013,8.87284278958145,0.27810476501568604,0.5921883976514849,1.0
12,2.8484121806296234,11.318662366845,2.088839427980129,1.7719415811296013,8.87284278958145,0.27810476501568604,0.5921883976514849,1.0
13,2.8484121806296234,11.318662366845,2.088839427980129,1.7719415811296013,8.87284278958145,0.27810476501568604,0.5921883976514849,1.0
14,2.8484121806296234,11.318662366845,2.088839427980129,1.7719415811296013,8.87284278958145,0.27810476501568604,0.5921883976514849,1.0
15,2.8484121806296234,11.318662366845,2.088839427980129,1.7719415811296013,8.87284278958145,0.27810476501568604,0.5921883976514849,1.0
16,2.8484121806296234,11.318662366845,2.088839427980129,1.7719415811296013,8.87284278958145,0.27810476501568604,0.5921883976514849,1.0
17,2.8484121806296234,11.318662366845,2.088839427980129,1.7719415811296013,8.87284278958145,0.27810476501568604,0.5921883976514849,1.0
18,2.8484121806296234,11.318662366845,2.088839427980129,1.7719415811296013,8.87284278958145,0.27810476501568604,0.5921883976514849,1.0
19,2.793404829207963,11.287332683221592,2.0389699275320505,1.90996354774682,9.009034298067094,0.2829726491496279,0.6455889768661809,1.0
20,2.793404829207963,11.287332683221592,2.0389699275320505,1.90996354774682,9.009034298067094,0.2829726491496279,0.6455889768661809,1.0
21,2.793404829207963,11.287332683221592,2.0389699275320505,1.90996354774682,9.009034298067094,0.2829726491496279,0.6455889768661809,1.0
