17200,15400,36500,27300
16500,14800,36000,27000
17100,15650,35200,27700
18500,14800,34500,27600
16600,14600,36500,27800
17050,14700,34900,26700
16500,15200,35700,26600
17600,15500,35100,26400
17900,16600,34900,26550
16800,14800,35650,26300
17100,15200,35900,25400
17100,14400,35100,27200
17450,14300,34700,27000
17200,14100,36300,26400
17200,14700,36200,26800
16500,14400,35100,27350
17500,14100,35500,27200
17200,14850,35900,26400
17650,14200,35600,26400
16900,15600,34800,27400
16600,14500,36400,27400
17050,15200,36100,27000
17500,16250,36000,26400
18200,14200,36300,26800
17100,14700,33200,26800
17100,15800,34400,25700
16450,14800,35600,28000
17400,15100,36400,26800
17500,15650,34300,27400
17500,15500,35600,25700
16900,15900,35300,26650
17800,14100,36150,26150
16950,14100,35650,27600
18500,14700,34300,27700
17600,14700,36900,27700
18100,15200,35900,26600
17200,14700,35100,27400
17900,14700,35500,26400
17700,15500,34400,26800
17000,14200,36300,26350
17200,13400,36200,27150
17200,14700,34900,26300
18300,14400,36150,25800
17350,14700,34300,25800
17000,14300,35800,26400
17400,14000,36400,26000
17700,14200,35900,26800
17450,14700,35500,26600
17200,14200,35600,26400
17600,15200,35800,26400
17200,15000,35200,27200
17200,14900,35100,27300
17200,14700,36500,27100
17100,14400,35000,26800
17600,15400,34300,28500
17500,14500,35700,27300
18000,14700,35100,26900
16600,14600,36800,26200
18300,15050,35650,27200
17100,14700,35900,26150
16800,14300,35800,27200
17900,14900,35100,25600
17900,14800,34800,25800
17100,14400,36400,25800
17100,15600,35600,26800
16800,14100,36500,26200
17000,14400,35500,26350
17100,15700,33900,26000
17400,15800,35000,27200
18200,15100,35600,26400
17600,15800,35600,26700
17400,14700,35500,27600
16600,15400,35300,26350
18400,14350,35600,26300
17500,14700,35600,26900
17100,15600,35900,26250
17400,14600,35200,25900
16900,15400,34700,25900
17550,14800,35750,26000
17000,14700,36200,26800
17800,14700,35500,27200
17100,13350,35000,26900
17500,14400,34100,26700
16600,14800,35650,27200
17100,14100,35600,25600
17800,15500,36000,26400
17400,15000,36300,25900
17900,14700,36800,25900
17200,14400,35500,27200
17200,15200,35600,27850
17600,15800,35800,26400
17200,14500,34900,26150
17100,15900,35600,25300
16700,14850,34950,28000
17100,14300,35100,26800
17600,14700,33700,26300
17100,14700,35650,27400
16200,14900,35700,27000
17200,15800,36200,26800
17400,15100,35900,26800
18300,14400,34600,26600
17100,14200,35800,27200
17600,14900,36300,26650
18050,13700,34500,27250
17000,15400,34600,26800
17400,15600,35300,25800
16750,15400,36000,26900
18400,15100,35000,25800
18100,14600,34500,25900
17200,14400,34700,27700
18100,15400,36000,26350
16800,15900,35100,27800
17200,14000,34450,26800
18000,15400,35400,25900
17100,14550,35600,26700
17600,15900,35600,25800
17000,14800,35900,27200
17900,15800,36700,27300
17400,14900,36400,27200
17700,16250,36300,26500
17100,15200,35450,27300
16800,14700,35600,25900
16700,14150,34500,27200
17600,14400,36100,27100
17500,15400,35000,25900
17900,14300,34200,27250
18400,14400,35200,27400
17400,14700,35600,26800
17000,15200,35300,26800
18500,14200,34350,27200
17750,14400,34700,25800
17900,15600,35100,25600
17200,14600,35000,26900
16600,14700,35700,27100
17600,14850,34900,26800
17800,14800,34300,26300
17100,14400,35000,25800
17400,14700,36450,27700
16900,15200,35600,27300
17200,15100,36600,26450
17400,14700,35900,27400
17600,14100,35500,27500
17400,14300,35500,26550
17400,15700,35000,26800
16700,15000,35800,27250
17200,14500,36500,28000
17400,14400,33800,27000
16400,15200,36100,26650
17200,14400,36450,27500
17100,15800,35300,27400
17000,14100,36450,27000
17900,14800,35600,27200
16900,15800,36550,26500
16900,14700,34500,25700
18200,15200,36300,25800
17150,14400,35000,25600
17100,13600,35000,26500
17100,15700,36400,26800
17000,14900,34400,26300
17700,14200,36600,26800
17200,14300,35200,26100
17400,15150,36500,26700
17650,14000,35000,26800
17400,15150,34600,27700
17500,14800,34100,27400
17200,14950,36000,27200
17500,15800,35100,26100
17400,14100,36100,26400
17900,14700,36400,27500
17000,15600,34500,27400
17500,14550,35600,27000
17800,15850,35200,26700
17350,14700,34500,26300
17000,14400,36600,27700
17000,14200,35100,25800
18600,14700,35200,27000
16600,15100,35000,26800
17100,14300,34500,26400
17700,14300,36700,27100
17600,14100,35500,27200
18350,14400,35000,26800
16300,15800,36300,25400
17100,15200,36700,26800
17000,15200,36500,26400
17900,15550,35100,26300
17200,14400,36300,27800
17000,15200,36150,27200
17400,14700,35100,26400
18300,15400,35900,26400
18100,14400,34400,26500
17600,14500,35900,26550
17200,15150,36100,26750
17300,14950,36300,27400
17700,15900,35600,25600
17400,14300,36000,27000
17700,14400,35800,26450
17600,15850,36150,26500
17550,15150,34800,26950
17200,14800,36900,26800
17700,14200,35300,26800
18200,14200,35450,26800
18300,15200,34200,26100
18200,14400,36600,26500
17700,15200,36400,27300
18800,14250,35050,26400
17900,14700,35500,28100
16600,14800,36100,27300
17500,14700,35500,26400
18400,14600,35600,26400
17700,15800,34300,26250
17100,14400,35650,26200
17900,14650,35200,27700
17700,14000,34700,26300
17850,14300,34600,27200
17200,14800,35600,25600
17200,15300,35200,27800
17400,14400,34900,26400
17400,15200,34900,25400
17000,14400,35300,25600
16900,13600,34400,26500
17600,14500,35600,25600
17200,14400,35500,26800
17200,14700,35300,26900
16900,14450,36600,26400
17400,14000,35300,26300
17200,14700,35600,25900
17500,14800,34700,27500
17500,15400,35750,27600
17600,15000,35450,27000
17600,14600,37100,27000
16750,14700,36450,25200
17200,15600,36300,27000
17700,16250,36000,26200
16800,14700,35450,26300
17250,14600,35400,26850
17400,15100,34700,26800
17000,15200,37200,26400
16550,14800,34800,26500
17300,14400,35700,28300
17200,14700,35800,26300
17400,14800,35800,26400
18200,16000,35550,26500
17600,15400,35300,26600
18800,14400,34300,27150
17000,15500,36400,26400
17100,15400,37000,26000
17200,14800,35900,27700
17500,14700,34100,27700
17400,14400,35200,25900
17200,15900,35600,26600
17900,15400,36400,27300
17900,14600,35500,26200
17800,14000,35600,25900
18700,14700,35100,26600
17400,14800,36400,26500
17900,15800,34700,27200
17400,15150,34600,26050
17500,15200,35900,26600
17200,15100,35400,25800
17900,14000,36000,27400
17200,14700,36900,27500
18000,14200,36000,27700
16800,15200,36300,26400
17000,14000,35000,26400
18400,14850,35350,26950
17650,14700,35800,27100
18600,14900,35500,26600
18100,15750,34400,26400
18400,15400,35000,26400
18400,15200,36400,26900
