22600,28300
23050,24600
22600,27800
23450,27900
22700,26500
23300,26300
22550,25600
22700,26600
22600,27300
23800,27500
22600,26500
23000,27900
22700,26900
22500,28600
22900,27800
22200,28000
23500,25800
22100,25100
22900,26500
22200,25700
22700,26000
22200,27500
23150,26800
23800,28600
23550,25700
23200,26700
22900,25700
23550,25700
23500,25200
23000,25800
23700,25000
23700,28500
23450,27800
22600,25700
23150,28600
23300,26100
22900,27200
23400,27200
22400,27300
22300,27800
22900,26000
23050,26800
23500,24800
22450,26700
23000,27800
22700,27300
23100,27200
22500,29300
22850,28500
22600,28500
23000,25500
22750,25400
23500,26700
23100,27900
23150,27400
23000,25500
23100,26500
22700,25800
23250,25700
22600,25200
22300,27900
22300,27800
23300,28100
23000,26800
22900,25700
22850,28000
23800,27400
22900,28000
22700,24300
23500,26500
23000,26100
23000,26800
22650,27400
22900,25300
23350,28500
22900,25100
23700,29300
23700,26700
22600,25600
23400,27900
22700,26800
23000,28000
22700,28600
24200,26600
23700,27900
22600,27200
22900,26500
23800,26500
22700,25300
23550,25500
23200,27800
23750,25400
23000,25100
22300,29000
23600,26900
22700,26500
23100,26100
23000,26700
23250,27400
22450,25000
23000,26800
23200,26500
23000,26600
23200,26000
22600,26000
22500,26100
22750,27300
22900,27800
23000,27300
23500,25300
23000,25600
22100,26800
23400,26500
22150,27300
22500,25300
23700,27800
22950,28500
23200,26800
23700,26600
23100,26500
22550,28000
22550,28000
23500,27400
23100,25700
23200,27800
22700,25600
22700,25800
23150,29700
22600,27400
23600,27400
22500,25300
23250,28500
23800,29800
22600,25400
23700,27400
23200,28300
23800,27400
23500,28600
22700,27200
23100,26600
23100,25700
22600,27400
22550,26900
22600,26500
23750,25400
23000,24900
23300,24800
23600,27300
22600,24800
22850,29600
23500,25700
22650,29600
23900,27500
22250,25700
23100,27900
22700,25800
22700,24300
22600,25100
23350,27300
22200,27700
23100,25700
22500,27700
22600,25700
22700,28300
22700,28100
22900,28100
22600,27400
23000,26100
23500,28100
23600,25700
23000,24300
23000,26300
22600,27300
23150,27800
23100,26000
23000,27700
22600,25300
24100,29600
23000,28800
22600,26300
22300,26800
22700,25200
23200,26900
23000,27800
23250,30800
22600,27700
22600,27900
23500,26800
22700,27700
23100,26100
22600,26600
23000,24800
23100,28100
23000,26500
23400,27800
22700,25700
23200,28300
23350,27900
23300,25700
23050,26600
23600,29600
22850,25400
22700,25700
23100,27400
23100,23800
22800,25700
23200,27900
23700,27800
22700,26500
22850,26900
22900,25400
23400,29800
23300,27800
23000,26700
22200,25400
22600,26300
23300,26900
23400,27400
22700,27500
22700,29000
22900,27300
23200,27400
23650,26700
23300,30600
22700,28000
22600,26300
22400,26100
22600,29000
23200,25400
23200,28200
23000,25700
23500,25800
23550,29800
23000,25600
23200,26800
22600,25200
23000,27300
22600,28000
23100,25300
23000,26700
23100,26600
22700,25300
23300,27300
23400,26800
23600,25100
22700,27500
22100,25200
22600,25400
23500,27900
23250,27800
22700,27400
23000,28300
22500,24800
23100,25400
22600,26500
23450,25600
23000,29500
22900,27400
23200,27300
23000,27800
23500,25700
23100,28800
22800,25400
22900,26100
22900,26900
23400,28500
23000,25400
23150,27200
23600,27300
23300,26700
22850,26100
22600,26500
23600,29800
22600,26100
22900,25500
24000,27300
23350,26600
22500,26900
23000,27700
22700,25600
22200,27900
22850,27900
22900,26900
22700,25800
22700,27200
23700,27900
22500,26900
22700,26100
23100,24800
23500,28000
23500,24900
22750,28100
23500,25700
23350,29100
23000,26500
23650,26600
24250,27500
22700,27200
23000,25200
22700,25300
23000,26300
23100,25500
23050,28000
23300,24300
24200,26500
23700,26600
22450,26500
22550,26500
22900,26000
23000,26600
22100,27800
23000,26700
23200,25300
22600,25400
22300,25400
22900,26300
23100,27400
22400,25300
22900,27800
22700,26600
23100,30200
22600,26600
23100,26700
22950,27300
23000,27800
23400,28100
22750,25300
23200,27500
22200,26900
23200,28300
23500,27900
22600,25800
23550,26500
22100,27500
22950,25600
23700,26300
22600,30100
22600,25700
22600,28100
23300,27400
23600,27700
22700,25400
22600,27700
23000,25700
23400,26300
22600,23400
23100,27900
23400,26600
24050,29100
22600,25700
22500,28000
22600,26700
22800,28200
23600,26500
23000,27300
22700,26000
23100,25700
23400,25800
22900,24900
23100,27500
23900,26500
22600,26000
23000,25600
21900,26300
23100,27700
23050,26500
22600,26500
23300,26500
23300,28000
23500,28000
23700,27900
23600,26800
22300,27500
23200,27700
23100,25200
22900,26500
22900,25300
23300,26600
22500,27300
22600,26600
22700,28600
23100,26000
22600,27500
23150,26300
22100,25600
23350,26600
23600,27200
22700,27300
22300,27700
22300,26600
23000,25700
23050,26000
23050,27300
23000,25400
22600,25500
23400,27800
22700,28500
23500,27200
22100,25700
23400,28000
22150,27300
24600,26700
22850,25400
22800,26100
23000,25600
22300,27800
23450,28500
23300,25700
23050,28000
23800,29100
23000,27300
22300,27300
23000,25800
22250,27500
23600,24900
22900,26600
23300,24800
23300,26600
23550,25300
22750,25200
23200,26100
22900,23600
23250,27800
23150,26100
23400,29100
23800,28300
23350,28000
22900,27300
23550,27400
22700,27800
22200,27900
23100,29100
23800,27900
22900,27700
23050,26600
23250,26000
22500,26900
22600,27500
23200,25700
22300,27900
23150,26300
23000,28800
23300,25200
22600,25700
22550,29800
23600,25800
22600,26300
23000,28000
23350,27400
23200,27700
22850,26500
23200,25500
22600,27300
22750,26500
23100,27200
22300,29600
22850,26500
22200,25200
23200,28100
22250,24600
22500,25400
23400,26600
22900,27400
23100,26700
23000,26600
22500,27800
23600,28500
23800,28800
23400,26000
23000,25300
23500,25400
23000,27400
22900,26500
22700,25200
23000,30200
22700,28800
23800,27500
23000,28100
23500,26600
22300,25400
23450,27800
23700,25600
23300,27200
23100,30200
21900,25400
23500,25300
23500,25700
22900,26900
23200,26500
23300,25700
21750,26700
24200,26100
22600,27300
23500,27200
22600,24200
22600,27200
23100,26300
23700,27200
22600,27300
22800,29000
22600,26000
22050,27400
22700,28500
23650,26800
21700,26300
22600,26300
23500,26600
23400,27800
23000,27800
23900,26100
22600,24700
23700,26600
23150,28800
23500,25400
23600,25300
23300,28500
22950,28100
23200,28100
22050,28600
22300,25500
22900,29000
23300,25100
23500,26600
23100,26800
23900,25600
23500,27500
22700,25700
23200,27900
22650,28100
23300,26500
22900,26700
22700,27900
23500,30100
22600,25600
23400,26700
23050,25800
22250,27800
24050,25700
22600,28500
24100,26500
23400,27900
22600,25100
22500,26500
23000,29600
22000,27200
22900,26600
22700,24600
22200,26600
22900,25400
22800,26600
24200,28100
23100,25300
23500,27300
23000,25000
22100,28000
22600,26600
23000,27900
23500,29300
22250,25100
22550,26900
22600,25200
22700,27300
22600,26000
22600,28000
23100,25400
22900,27500
23100,27500
22800,25400
22000,26700
22700,25300
22600,25200
22600,27900
23500,26500
22900,27800
22700,26500
23200,25500
23300,26500
23400,27900
23100,25200
23400,25800
22600,28500
23100,27200
22700,26000
23400,26100
23200,25600
22600,26500
23500,26800
23500,26500
23100,26100
22600,25500
22600,26500
22600,25800
22700,27300
23400,27800
23200,25200
22200,28300
22700,25000
23550,27300
22700,26800
22900,25800
22250,27900
22300,25400
23000,24700
23150,25500
21550,27200
22200,27800
22900,28000
23200,24300
22600,28500
23100,29100
23150,28200
23400,26500
23700,29700
23100,26300
22400,27300
22700,25100
23200,25300
23500,27400
22900,28300
23200,27200
22700,25700
23100,26300
21400,24800
23600,27900
23800,24200
23200,29000
22300,25000
22550,26000
23100,28500
22900,27700
23000,28600
23100,25400
22700,26600
22700,25800
22700,28100
22200,25700
23200,27300
22850,25200
23000,28100
22600,27700
23100,24900
22450,25300
22850,26800
22750,27500
23400,27800
23850,26800
23200,26800
23100,26900
22700,25300
23200,24000
23700,27200
23700,25500
23300,27900
23100,29700
22900,27200
22350,27900
23800,26500
22600,27700
23100,26900
23000,26700
23900,27800
22000,27200
23550,28200
23300,25500
23200,29100
23400,25300
23200,29300
21900,26800
23500,26600
23550,25700
23500,29600
23600,27900
23100,25100
22600,27900
23250,25700
22900,27800
23100,28000
22150,27700
22750,26000
22700,25400
22900,27500
22600,25700
22150,23900
22300,27300
23100,26500
23100,27800
22700,28800
22300,28000
22200,25700
23600,27300
23400,27400
22900,25300
22700,28100
22250,27500
23100,26100
21700,27800
23500,26100
23100,27500
22600,27700
23400,29100
23750,27900
22600,24700
23450,27400
22700,28000
22700,27400
23100,26900
22600,27800
23000,25800
23400,25700
23400,29000
22350,27300
22900,25700
23300,26500
22900,27800
23300,29800
23400,27300
23550,28200
23700,27300
22500,25600
22600,25600
22900,26500
22200,25500
23500,25700
22600,27200
23100,25300
23300,25400
23250,26600
23100,27300
23450,26000
22600,25700
23600,26800
22900,29000
22600,27800
23000,26500
24000,27800
22650,26700
23400,26700
22700,26500
23000,27300
22700,27400
23150,26000
23800,27800
23300,27500
22600,29100
22850,26600
23200,29100
23250,26500
22600,28100
22600,27300
23400,27800
23250,27200
23000,25700
22600,26600
23550,25700
23200,26600
23450,27400
24050,29600
23200,29600
22900,25800
23000,26600
22100,28000
23550,26800
22750,29600
23200,28600
22000,26600
23200,26500
22900,25700
23900,27700
22600,26700
23000,26500
23200,29000
22700,26500
23400,26900
22850,27300
23550,28600
22900,26100
22850,27700
22300,26000
22450,25400
23050,26500
23500,27200
23400,28000
22800,27900
22600,27200
22550,25400
22700,26800
22500,27300
24450,26300
22600,26600
23500,25700
23200,29000
22500,27800
23000,25600
23000,26900
23100,29300
23200,25700
23100,25700
23800,26500
22650,26500
23400,28500
23200,25700
22600,26600
22700,28500
22400,26100
23300,26500
22600,28500
22800,26700
23000,25300
23500,27300
23600,29600
24300,28100
23500,25000
23000,25300
22100,29300
23500,26600
23100,25200
22700,25500
24000,25400
23000,26500
23300,28000
23000,28600
24000,27400
23500,27400
23150,26100
23400,25700
23200,29100
23000,27900
23300,26300
23100,26700
23100,27300
22600,26100
22600,27400
23150,27800
23100,27400
22600,26600
23500,27500
22600,26600
22600,26000
22900,27200
22600,27900
22500,26500
23000,29800
23000,26000
23500,27500
23550,30200
22850,27300
22700,26900
23000,26000
23000,27800
23400,25700
22200,25700
22700,26500
22700,27900
22900,26500
22600,26500
23600,25300
23200,28300
22600,27300
23300,26700
23400,27400
23200,28500
23600,29600
22850,26900
22300,26900
23300,26800
23300,27900
22000,26600
